Organisation,Sitz,Gesetzliche Grundlage ihrer Errichtung,Zahl der überwiegend als Interessenvertreter tätigen Personen,Bestätigte geschätzte Kosten der Interessenvertretung in ,Jahr,Webseite
Landesinnung der Bauhilfsgewerbe,"Rudolf-Sallinger-Platz 1, 1030 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"28349,78",2014,https://www.wko.at/content.Node/branchen/w/Bauhilfsgewerbe/Startseite-Bauhilfsgewerbe.html
Landesinnung der Maler und Tapezierer,"Rudolf-Sallinger-Platz 1, 1030 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"28349,78",2014,https://www.wko.at/content.Node/branchen/w/Maler-und-Tapezierer/Startseite-Maler-und-Tapezierer.html
Fachgruppe Hotellerie,"Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"28478,61",2014,http://wko.at/stmk/hotellerie
"Landesinnung der Fußpfleger, Kosmetiker und Masseure","Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"28538,48",2014,http://wko.at/ooe/Kosmetiker
Landesinnung der Maler und Tapezierer,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"28538,48",2014,http://www.malerinnung.at
Landesinnung der Tischler und Holzgestaltende Gewerbe,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"28538,48",2014,http://wko.at/ooe/tischler
Fachgruppe der Immobilien- und Vermögenstreuhänder,"Meinhardstraße 14, 6020 Innsbruck","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"28744,49",2014,http://immobilien-info.at
Bundesinnung der Gärtner und Floristen,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"29041,7",2014,http://www.gaertner-floristen.at/
Fachgruppe Finanzdienstleister,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"29286,92",2014,http://www.finanzdienstleister-noe.at
Landesgremium des Lebensmittelhandels,"Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"29418,95",2014,http://wko.at/stmk/lggh
Landesgremium des Fahrzeughandels,"Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"29535,58",2014,http://wko.at/stmk/fahrzeug
Fachgruppe der Gesundheitsberufe,"Rudolf-Sallinger-Platz 1, 1030 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"29539,35",2014,http://www.wko.at/wien/optiker
Landesgremium des Handels mit Mode und Freizeitartikeln,"Julius-Raab-Platz 1, 5027 Salzburg","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,29661,2014,https://www.wko.at/Content.Node/branchen/sbg/Handel-mit-Mode-und-Freizeitartikeln/Startseite_-_Handel_mit_Mode_und_Freizeitartikeln__Landesgr.html
Landesinnung Bau,"Koschutastraße 4, 9020 Klagenfurt am Wörthersee","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"29712,04",2014,"https://www.wko.at/content.Node/branchen/k/Bau/Startseite_-_Bau,_Landesinnung.html"
Fachgruppe Gastronomie,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"29906,76",2014,http://wko.at/noe/gastronomie
"Bundesinnung der Fußpfleger, Kosmetiker und Masseure","Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"30069,43",2014,https://www.wko.at/Content.Node/branchen/oe/Fusspfleger--Kosmetiker-und-Masseure/Startseite_Fusspfleger__Kosmetiker_und_Masseure.html
Fachverband der Reisebüros,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"30069,43",2014,http://www.reisebueros.at
Bundesgremium des Außenhandels,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"30141,37",2014,http://www.foreign-trade.at
"Fachgruppe der Autobus-, Luftfahrt- und Schifffahrtunternehmungen","Europaplatz 1, 9021 Klagenfurt am Wörthersee","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"30250,16",2014,"https://www.wko.at/content.Node/branchen/k/TransportVerkehr/Autobus-Luftfahrt-und-Schifffahrtunternehmungen-Fachverband/Startseite_-_Autobus-,_Luftfahrt-"
Landesinnung Bau,"Meinhardstraße 14, 6020 Innsbruck","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"30406,38",2014,http://wko.at//bau
Fachgruppe Werbung und Marktkommunikation,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"30655,52",2014,http://www.werbemonitor.at
Fachgruppe der Freizeit- und Sportbetriebe,"Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"31114,95",2014,http://wko.at/stmk/freizeitbetriebe
Landesinnung Bau,"Julius-Raab-Platz 1, 5027 Salzburg","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,31148,2014,"https://www.wko.at/Content.Node/branchen/sbg/Bau/Startseite_-_Bau,_Landesinnung.html"
"Landesinnung der Fußpfleger, Kosmetiker und Masseure","Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"31171,22",2014,http://wko.at/noe/fkm
Fachgruppe der Holzindustrie,"Meinhardstraße 14, 6020 Innsbruck","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"31259,77",2014,https://www.wko.at/content.Node/branchen/t/Holzindustrie/Startseite---Holzindustrie--Fachverband.html
Fachgruppe für die Beförderungsgewerbe mit Personenkraftwagen,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"31319,98",2014,http://wko.at/noe/pkw
"Landesgremium des Versand-, Internet- und Allgemeinen Handels","Schwarzenbergplatz 14, 1041 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"31323,69",2014,http://www.wko.at/wien/allgemeiner-handel
"Landesinnung der Fußpfleger, Kosmetiker und Masseure","Julius-Raab-Platz 1, 5027 Salzburg","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,31376,2014,https://www.wko.at/Content.Node/branchen/sbg/Fusspfleger--Kosmetiker-und-Masseure/Startseite-Fusspfleger-Kosmetiker-und-Masseure.html
"Landesinnung der Fußpfleger, Kosmetiker und Masseure","Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"31467,27",2014,https://www.wko.at/Content.Node/branchen/stmk/Fusspfleger--Kosmetiker-und-Masseure/Startseite_Fusspfleger__Kosmetiker_und_Masseure.html
Landesgremium des Fahrzeughandels,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"31468,74",2014,http://wko.at/noe/fahrzeughandel
Landesgremium des Handels mit Mode und Freizeitartikeln,"Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"31736,98",2014,http://wko.at/stmk/308
"Landesgremium des Markt-, Straßen- und Wanderhandel","Schwarzenbergplatz 14, 1041 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"31918,47",2014,"https://www.wko.at/Content.Node/branchen/w/Markt---Strassen--und-Wanderhandel/Startseite_-_Markt-,_Strassen-_und_Wanderhandel,_Landesgrem.html"
Landesinnung der Mechatroniker,"Rudolf-Sallinger-Platz 1, 1030 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"31918,47",2014,http://www.mechatronik.at
Landesinnung der Metalltechniker,"Rudolf-Sallinger-Platz 1, 1030 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"31918,47",2014,http://www.wko.at/wien/metalltechnik
Bundesgremium des Agrarhandels,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"32124,89",2014,http://wko.at/agrarhandel
"Fachgruppe der Garagen-, Tankstellen- und Servicestationsunternehmungen","Schwarzenbergplatz 14, 1041 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"32513,26",2014,"https://www.wko.at/Content.Node/branchen/w/TransportVerkehr/Garagen---Tankstellen--und-Servicestationsunternehmungen/Startseite_-_Garagen-,_Tankstellen-"
Fachgruppe Entsorgungs- und Ressourcenmanagement,"Schwarzenbergplatz 14, 1041 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"32513,26",2014,http://wko.at/wien/dieabfallwirtschaft
"Landesinnung der Fußpfleger, Kosmetiker und Masseure","Rudolf-Sallinger-Platz 1, 1030 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"32838,03",2014,http://www.wko.at/wien/fusspfleger
Landesgremium des Lebensmittelhandels,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"32925,53",2014,http://wko.at/ooe/lebensmittelhandel
Bundesgremium des Papier- und Spielwarenhandels,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"33152,62",2014,http://www.papierundspiel.at
Fachgruppe der Freizeit- und Sportbetriebe,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"33243,95",2014,http://wko.at/noe/freizeit
Fachgruppe für das Güterbeförderungsgewerbe,"Wichnergasse 9, 6800 Feldkirch","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"33288,83",2014,http://www.transport.at
"Fachgruppe der Garagen-, Tankstellen- und Servicestationsunternehmungen","Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"33326,56",2014,http://wko.at/stmk/gts
"Landesinnung der Elektro-, Gebäude-, Alarm- und Kommunikationstechniker","Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"33656,71",2014,http://www.elektroinnung.at
Fachgruppe der Freizeit- und Sportbetriebe,"Meinhardstraße 14, 6020 Innsbruck","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"33791,98",2014,http://wko.at//tourismus/freizeit
"Bundesgremium des Handels mit Arzneimitteln, Dorgerie- und Parfümeriewaren sowie Chemikalien und Farben","Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"34180,34",2014,https://www.wko.at/Content.Node/branchen/oe/Handel-mit-Arzneimitteln--Drogerie--und-Parfuemeriewaren-sowie-Chemikalien-und-Farben/Kontakt_Startseite.html
Bundesinnung der Metalltechniker,"Schaumburgergasse 20/4, 1040 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"34899,75",2014,http://www.metalltechnik.at/
"Landesgremium des Baustoff-, Eisen-, Hartwaren- und Holzhandels","Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"34995,35",2014,http://wko.at/stmk/bauenwohnen
Landesinnung der Tischler und Holzgestaltende Gewerbe,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"35187,75",2014,http://wko.at/noe/tischler
Bundesgremium der Handelsagenten,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"35208,07",2014,http://www.handelsagenten.at
"Landesgremium des Baustoff-, Eisen-, Hartwaren- und Holzhandels","Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"35286,92",2014,http://wko.at/noe/baustoff-eisen-hartwaren-holz
Landesgremium des Handels mit Mode und Freizeitartikeln,"Meinhardstraße 14, 6020 Innsbruck","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"35423,44",2014,http://WKO.at//modeundfreizeit
Bundesinnung der Maler und Tapezierer,"Schaumburgergasse 20/6, 1040 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"35516,39",2014,http://www.malerundtapezierer.at
Landesinnung der Lebensmittelgewerbe,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"35634,03",2014,http://wko.at/noe/lebensmittelgewerbe
"Bundesinnung der Elektro-, Gebäude-, Alarm- und Kommunikationstechniker","Schaumburgergasse 20/4, 1040 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"35927,48",2014,http://www.elektrotechniker.at/
Landesinnung der Bauhilfsgewerbe,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"35981,14",2014,http://wko.at/noe/bauhilfsgewerbe
Landesinnung Bau,"Robert Graf-Platz 1, 7000 Eisenstadt","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"36469,51",2014,"https://www.wko.at/content.Node/branchen/b/Bau/Startseite_-_Bau,_Landesinnung.html"
Fachgruppe Werbung und Marktkommunikation,"Julius-Raab-Platz 1, 5027 Salzburg","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,37102,2014,http://www.werbung.at
Fachgruppe Gastronomie,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"37312,59",2014,http://wko.at/ooe/gastronomie
Landesinnung der Bauhilfsgewerbe,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"37312,59",2014,http://wko.at/ooe/bauhilfsgewerbe
Bundesgremium des Fahrzeughandels,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"37335,47",2014,"https://www.wko.at/content.Node/branchen/oe/Fahrzeughandel/Startseite_-_Fahrzeughandel,_Bundesgremium.html"
Landesgremium des Handels mit Mode und Freizeitartikeln,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"38043,76",2014,http://wko.at/ooe/modehandel
Bundesgremium der Tabaktrafikanten,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"38291,26",2014,http://www.tabaktrafikanten.at
Bundesgremium der Versicherungsagenten,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"38291,26",2014,http://www.dieversicherungsagenten.at
Bundesgremium des Direktvertriebes,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"38291,26",2014,http://www.derdirektvertrieb.at
Bundesinnung der Mode und Bekleidungstechnik,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"38291,26",2014,http://www.wko.at/mode
Fachgruppe der Kleintransporteure,"Schwarzenbergplatz 14, 1041 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"38461,08",2014,http://www.kleintransporteure-wien.at
Landesinnung der Friseure,"Rudolf-Sallinger-Platz 1, 1030 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"38461,08",2014,https://www.wko.at/content.Node/branchen/w/Friseure/Startseite-Friseure.html
Landesinnung der Mode und Bekleidungstechnik,"Rudolf-Sallinger-Platz 1, 1030 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"38461,08",2014,http://www.wko.at/wien/mode-bekleidung
Fachverband der gewerblichen Dienstleister,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"39318,99",2014,https://www.wko.at/content.Node/branchen/oe/Gewerbliche-Dienstleister/Startseite_Gewerbliche_Dienstleister_Kontakt.html
Fachgruppe für die Beförderungsgewerbe mit Personenkraftwagen,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"39506,12",2014,http://wko.at/ooe/Taxis
Landesinnung der Metalltechniker,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"39506,12",2014,http://www.metall.co.at
Fachgruppe der gewerblichen Dienstleister,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"40096,84",2014,http://wko.at/noe/dienstleister
Landesinnung Bau,"Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"40287,46",2014,http://www.stmk.bau.or.at
Fachverband der Bauindustrie,"Schaumburgergasse 20/8, 1040 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"40346,71",2014,http://www.bau.or.at
Fachverband der Freizeit- und Sportbetriebe,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"40346,71",2014,http://wko.at/freizeitbetriebe
Fachverband der NE-Metallindustrie,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"40346,71",2014,https://www.wko.at/Content.Node/branchen/oe/NE-Metallindustrie/Startseite---NE-Metallindustrie--Fachverband.html
Fachverband der Gesundheitsbetriebe,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"40505,49",2014,http://www.gesundheitsbetriebe.at
Landesgremium des Handels mit Mode und Freizeitartikeln,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"40989,41",2014,http://wko.at/noe/mode-freizeit
Fachgruppe Hotellerie,"Europaplatz 1, 9021 Klagenfurt am Wörthersee","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"41389,29",2014,https://www.wko.at/content.Node/branchen/k/Hotellerie/Startseite---Hotellerie--Fachgruppe.html
Fachgruppe Druck,"Grünangergasse 4, 1010 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"41434,99",2014,http://www.druck.or.at
Fachgruppe Hotellerie,"Judenplatz 3-4, 1010 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"41434,99",2014,http://www.wko.at/wien/hotel
Bundesgremium des Elektro- und Einrichtungsfachhandel,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"41878,03",2014,http://wko.at/elektroundeinrichtungshandel
Fachgruppe für die Beförderungsgewerbe mit Personenkraftwagen,"Meinhardstraße 14, 6020 Innsbruck","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"42108,65",2014,http://wko.at//taxi
Bundesinnung der Friseure,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"42402,17",2014,http://www.friseure.at
Fachgruppe der gewerblichen Dienstleister,"Europaplatz 1, 9021 Klagenfurt am Wörthersee","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"43057,48",2014,https://www.wko.at/content.Node/branchen/k/Gewerbliche-Dienstleister/Startseite-Gewerbliche-Dienstleister.html
Bundesinnung der Bauhilfsgewerbe,"Schaumburgergasse 20/6, 1040 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"43471,01",2014,http://www.wko.at/bauhilfsgewerbe
Fachgruppe für die Beförderungsgewerbe mit Personenkraftwagen,"Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"43730,01",2014,http://wko.at/stmk/taxi-mietwagen
Landesinnung Bau,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"43893,17",2014,http://www.wko.at/ooe/bau
Fachgruppe Finanzdienstleister,"Schwarzenbergplatz 14, 1041 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"44408,9",2014,http://wko.at/wien/diefinanzdienstleister
Fachgruppe für das Güterbeförderungsgewerbe,"Julius-Raab-Platz 1, 5027 Salzburg","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,44453,2014,"https://www.wko.at/content.Node/branchen/sbg/TransportVerkehr/Gueterbefoerderungsgewerbe/Startseite_-_Gueterbefoerderungsgewerbe,_Fachgruppe.html"
"Landesinnung der Denkmal-,Fassaden- u.Gebäudereiniger","Rudolf-Sallinger-Platz 1, 1030 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"45003,68",2014,https://www.wko.at/Content.Node/branchen/w/Denkmal-Fassaden-und-Gebaeudereiniger/Startseite-Denkmal-Fassaden-und-Gebaeudereiniger.html
Bundesinnung der Gesundheitsberufe,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"46513,09",2014,http://www.wko.at/gesundheitsberufe
Fachgruppe der gewerblichen Dienstleister,"Robert Graf-Platz 1, 7000 Eisenstadt","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"46844,9",2014,https://www.wko.at/content.Node/branchen/b/Gewerbliche-Dienstleister/Startseite-Gewerbliche-Dienstleister.html
Fachgruppe der gewerblichen Dienstleister,"Rudolf-Sallinger-Platz 1, 1030 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"47382,81",2014,http://www.wko.at/wien/Dienstleister
Landesgremium des Lebensmittelhandels,"Schwarzenbergplatz 14, 1041 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"47977,6",2014,http://wko.at/wien/lebensmittelhandel
Fachgruppe für das Güterbeförderungsgewerbe,"Meinhardstraße 14, 6020 Innsbruck","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"48163,55",2014,http://wko.at//transporteure
Fachgruppe der Freizeit- und Sportbetriebe,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"48280,23",2014,http://wko.at/ooe/freizeitbetriebe
"Bundesgremium des Baustoff-, Eisen-, Hartwaren- und Holzhandels","Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"49596,27",2014,http://www.hartwaren.at
Fachgruppe der Kaffeehäuser,"Judenplatz 3-4, 1010 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"50356,73",2014,http://wko.at/wien/kaffeehaeuser
Bundesgremium des Lebensmittelhandels,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,50624,2014,http://wko.at/lebensmittelhandel
Fachverband für die Beförderungsgewerbe mit Personenkraftwagen,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,50624,2014,http://wko.at/taxi
Fachgruppe der gewerblichen Dienstleister,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"51936,11",2014,http://www.dienstleister-ooe.at
